age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
26,male,2,rent,little,41023.45260432082,15,business,good,844631.8379578991,Associates's Degree,Married,1,Average,No
23,female,2,rent,little,117021.07521487094,36,furniture/equipment,bad,1065817.8764133323,Master's Degree,Married,3,Low,Yes
36,female,2,own,little,15545.240808605027,18,car,good,1001064.396192602,Master's Degree,Single,1,Average,Yes
32,male,2,rent,little,188364.7787838314,39,education,good,261892.2896636429,Master's Degree,Married,3,Low,Yes
42,male,2,free,little,20649.78607307657,6,radio/TV,good,91850.43812442273,Master's Degree,Single,0,High,Yes
29,male,2,own,quite rich,78742.89112383226,36,furniture/equipment,bad,379950.2672090124,Associates's Degree,Single,3,High,Yes
22,female,2,own,rich,91943.74783637526,48,radio/TV,bad,90664.00141211571,Master's Degree,Married,2,High,Yes
36,male,3,free,little,197217.0120034925,48,car,good,723112.3842002862,Bachelor's Degree,Married,3,Average,No
34,male,2,own,little,41853.48433439319,12,furniture/equipment,good,612202.4896859836,Bachelor's Degree,Married,3,Average,No
46,female,1,own,moderate,59265.91696471093,15,car,good,1165497.0032438342,High School Diploma,Single,0,High,Yes
26,female,1,rent,little,55801.14279931693,21,furniture/equipment,good,684561.4252240418,Master's Degree,Single,3,High,No
37,female,2,rent,moderate,118149.08038489548,48,business,bad,688921.4062747518,High School Diploma,Single,2,Average,Yes
30,female,2,own,little,14923.8744942363,15,furniture/equipment,good,959400.2424758103,High School Diploma,Single,0,Low,Yes
42,male,2,free,little,169127.4875004486,36,car,good,1339144.9815447938,Bachelor's Degree,Single,0,High,Yes
43,male,2,own,little,60699.1990519005,24,car,good,1274118.364955143,Master's Degree,Single,3,Low,Yes
24,female,1,rent,little,186315.9835653504,48,car,bad,566038.8296914543,Doctorate,Single,0,Average,Yes
30,male,3,own,quite rich,27609.03887457717,24,radio/TV,bad,94848.30075421793,Bachelor's Degree,Single,1,High,Yes
49,male,2,rent,rich,93885.28559553323,12,furniture/equipment,good,1094654.770369823,Doctorate,Single,3,Average,No
54,male,2,own,moderate,47198.59181137077,48,domestic appliances,bad,1043928.8246582738,Bachelor's Degree,Single,1,Low,No
25,female,1,own,little,20485.463137148377,24,car,bad,969849.8500077556,High School Diploma,Married,0,Low,No
39,female,1,own,little,14859.412548399428,6,education,good,39633.140573762736,Bachelor's Degree,Married,3,Average,No
29,female,3,own,little,21277.409905373763,12,business,good,24918.084522501485,High School Diploma,Single,0,Low,Yes
30,male,2,own,little,128285.57668851332,26,car,good,409645.1413524967,Associates's Degree,Single,2,Average,No
46,male,2,free,little,97152.8496420188,48,car,bad,1216177.207593955,High School Diploma,Married,1,Low,No
35,male,0,own,quite rich,23776.328985118154,9,car,good,208784.8595946353,Bachelor's Degree,Married,2,Average,Yes
23,female,0,rent,little,60526.98407523663,24,radio/TV,good,515232.6609107662,Bachelor's Degree,Married,2,Average,Yes
36,male,2,own,little,33996.93971641259,30,car,good,480626.8093735854,High School Diploma,Single,3,Low,Yes
23,female,2,rent,moderate,24966.79636335347,24,radio/TV,good,932512.3397366896,Bachelor's Degree,Single,0,Average,No
48,male,2,own,little,32955.95025369849,9,car,good,58669.221281738726,Bachelor's Degree,Married,2,High,No
35,male,1,own,moderate,41250.12211610882,24,radio/TV,good,575206.6645200236,Associates's Degree,Married,1,High,No
25,male,2,own,little,32380.355413573565,9,furniture/equipment,good,1053503.4589400738,High School Diploma,Single,3,Average,No
37,male,1,own,little,30555.739271302657,12,furniture/equipment,bad,60048.704722725946,Bachelor's Degree,Single,0,Low,Yes
32,male,1,own,little,20964.75542968653,18,radio/TV,good,912735.3763451596,Associates's Degree,Married,2,Average,Yes
31,male,2,own,quite rich,79481.47942701977,24,car,bad,83305.62871426526,Doctorate,Married,0,High,Yes
21,male,1,rent,moderate,32232.516501968246,24,radio/TV,bad,764922.523015393,Bachelor's Degree,Married,0,High,Yes
54,male,2,own,moderate,10961.28916783599,24,car,good,999215.8322628612,High School Diploma,Single,0,High,Yes
24,male,2,own,little,157325.12536280864,36,car,bad,449710.1671739989,Master's Degree,Single,3,Average,No
26,male,2,own,little,69140.09223176228,36,radio/TV,bad,355526.9094441153,Associates's Degree,Married,3,High,No
36,male,3,own,little,35728.50984132624,12,car,good,53876.8637852399,Bachelor's Degree,Married,2,High,Yes
57,female,1,own,little,20466.052702608995,24,radio/TV,good,1047122.0712758496,Doctorate,Married,0,High,Yes
40,male,2,own,rich,42163.75434133193,22,radio/TV,good,1330318.636857952,Master's Degree,Married,3,Low,No
27,male,3,own,little,52830.928765991564,27,radio/TV,good,58698.25982991486,Bachelor's Degree,Single,0,Average,No
23,male,2,rent,little,19713.641026087986,12,radio/TV,good,460371.2825576808,Doctorate,Single,3,High,Yes
36,male,2,own,little,22283.723332084584,12,car,bad,232664.974389512,Master's Degree,Single,0,Average,No
40,male,3,own,little,30661.310946331465,36,education,bad,49580.41413752128,Associate's Degree,Single,0,Average,Yes
50,male,2,own,little,23701.842587233183,24,business,good,385576.8095717632,Doctorate,Single,0,High,No
29,female,2,own,little,11005.44073511538,6,radio/TV,good,680583.891505512,High School Diploma,Married,1,High,Yes
39,male,3,own,little,29046.124380165267,12,car,good,1356839.4961195486,High School Diploma,Married,2,Average,No
24,female,2,rent,quite rich,65381.46103292405,48,business,bad,127183.64981261716,Bachelor's Degree,Married,0,High,No
45,male,1,own,little,5150.524346678725,12,education,good,76635.82054180754,Doctorate,Married,1,High,Yes
23,male,1,own,little,20155.58923111169,24,car,bad,23390.87559804003,Bachelor's Degree,Single,2,Average,Yes
42,male,2,free,little,168961.1518802468,36,car,good,1291230.0933968986,Bachelor's Degree,Single,0,High,Yes
28,male,2,own,little,155009.59172141438,36,business,bad,988660.0879863552,Bachelor's Degree,Married,0,Low,Yes
25,female,2,own,little,29605.335133494144,21,radio/TV,bad,78955.857855286,Master's Degree,Single,0,High,Yes
53,male,2,own,little,40056.03247366421,24,radio/TV,good,77186.41352847,Doctorate,Married,1,High,Yes
21,female,2,own,little,152904.06822048995,60,radio/TV,good,91150.21902974532,Bachelor's Degree,Married,1,High,No
37,female,2,rent,little,124017.9881494543,48,business,bad,674640.1377116694,High School Diploma,Single,2,Average,Yes
21,male,2,rent,quite rich,49800.76954695346,45,radio/TV,bad,291567.5155837433,High School Diploma,Married,1,Low,No
38,male,2,own,little,30662.59500573096,10,radio/TV,good,78054.15151868301,Doctorate,Married,1,High,Yes
32,male,1,own,little,19513.49421871177,18,radio/TV,good,931343.2116523124,Associates's Degree,Married,2,Average,Yes
43,female,1,own,little,23511.85265293976,24,radio/TV,good,457023.79702265817,Bachelor's Degree,Married,1,High,Yes
23,female,0,rent,little,57270.19120208884,24,radio/TV,good,518438.443635301,Bachelor's Degree,Married,2,Average,Yes
35,male,3,own,little,15813.09321221955,6,furniture/equipment,good,932450.8151536004,Doctorate,Married,0,Average,No
46,male,1,rent,little,11444.962292719028,7,radio/TV,good,91887.0441193484,High School Diploma,Married,1,High,No
68,male,0,free,quite rich,18404.614401273066,16,car,good,33728.38489723335,High School Diploma,Married,2,High,No
58,male,2,rent,little,242430.7691591887,54,business,bad,79729.302986407,Doctorate,Married,1,High,No
31,male,3,rent,little,30286.34505392499,12,radio/TV,good,313068.630474887,Master's Degree,Married,3,Low,No
26,female,1,own,little,17002.848997665453,18,radio/TV,good,1149266.5060226095,Bachelor's Degree,Married,0,High,No
37,female,2,rent,little,22818.7755570679,12,furniture/equipment,good,1222880.3184386552,Bachelor's Degree,Single,1,High,Yes
22,male,2,own,moderate,22183.486137129352,9,radio/TV,bad,224719.8673145489,Bachelor's Degree,Single,1,High,No
20,female,2,own,little,25542.908713366334,11,furniture/equipment,good,326898.8374151437,Master's Degree,Married,1,High,No
26,male,2,rent,little,36894.207633886,12,car,good,130847.40082524046,Bachelor's Degree,Married,0,High,No
31,male,3,rent,little,29773.37847837307,12,radio/TV,good,312482.0441587355,Master's Degree,Married,3,Low,No
26,female,2,own,little,154633.88799010482,48,furniture/equipment,bad,1108130.4275751791,Bachelor's Degree,Single,2,High,No
28,male,2,own,little,29537.47278315906,18,business,good,1251498.162740694,Bachelor's Degree,Single,1,Average,Yes
41,male,2,own,little,31735.934243982247,6,furniture/equipment,good,216812.2517452834,Bachelor's Degree,Single,2,Average,Yes
23,female,2,rent,quite rich,116742.3449962204,36,furniture/equipment,bad,1062093.4814257952,Master's Degree,Married,3,Low,Yes
31,female,3,own,little,43609.248017704806,21,car,good,552368.0738540839,High School Diploma,Single,0,Average,No
22,male,2,own,little,23044.534128772168,9,radio/TV,bad,232258.8713215288,Bachelor's Degree,Single,1,High,No
45,male,2,free,little,120827.5037961656,42,furniture/equipment,good,107000.25136692582,High School Diploma,Single,0,High,No
39,male,2,own,little,37703.64099834995,36,radio/TV,good,118209.5739391994,High School Diploma,Married,0,High,Yes
22,female,1,rent,little,20243.33992546024,12,furniture/equipment,good,551531.6255254479,High School Diploma,Married,1,Low,Yes
29,male,3,rent,little,140402.29870101763,36,furniture/equipment,bad,102549.31360775474,Associates's Degree,Married,1,High,No
21,female,2,rent,little,17132.760517498882,18,radio/TV,good,869229.0293461968,Doctorate,Married,1,High,No
23,female,2,rent,moderate,23889.327814145214,24,radio/TV,good,914818.4923470572,Bachelor's Degree,Single,0,Average,No
26,male,2,own,little,85360.3762221277,21,car,good,985247.9930533224,High School Diploma,Married,1,Low,No
39,male,3,free,little,50504.06394672861,36,car,good,1420108.7536360938,Doctorate,Single,1,Average,Yes
36,male,2,own,little,67321.12659917108,18,business,bad,186236.8804444754,High School Diploma,Single,2,High,Yes
23,female,2,rent,little,38571.56995117309,30,furniture/equipment,bad,1432875.6443591437,Doctorate,Single,3,Average,No
31,male,3,own,little,144398.82336951856,36,car,good,512820.4640106484,Master's Degree,Married,3,High,No
24,female,2,own,little,32354.83981685105,30,car,bad,936402.3478436536,Doctorate,Single,0,Average,Yes
32,male,2,rent,little,176952.13053360628,39,education,good,265016.65514395805,Master's Degree,Married,3,Low,Yes
28,male,1,rent,little,101567.64037682649,18,car,good,45318.86337787735,High School Diploma,Single,0,Average,Yes
67,male,2,own,little,17649.967405327647,6,radio/TV,good,44131.3509495402,Bachelor's Degree,Single,0,High,No
43,male,2,own,little,65704.02273043671,24,furniture/equipment,bad,1177714.1462504433,Associates's Degree,Married,0,Low,Yes
45,male,2,own,little,169821.55147906358,36,car,good,653976.3687143611,Associates's Degree,Married,0,High,Yes
22,male,2,own,little,24320.386759148783,9,radio/TV,bad,220222.04754274685,Bachelor's Degree,Single,1,High,No
48,male,2,own,moderate,21072.7106319316,9,repairs,good,80775.70053760275,Master's Degree,Single,0,High,No
36,male,2,rent,rich,120511.8820428318,60,business,bad,307357.89751910546,Associates's Degree,Married,2,High,No
20,female,2,own,quite rich,30426.278699111528,24,radio/TV,good,1410972.344389553,Associates's Degree,Single,2,Low,Yes
21,female,2,own,little,14490.169472027465,12,radio/TV,good,1212899.0478066923,High School Diploma,Married,1,Average,Yes
23,female,2,rent,rich,25533.4028586408,24,radio/TV,good,938133.3311681794,Bachelor's Degree,Single,0,Average,No
37,female,2,own,little,54747.901620743294,4,car,good,88322.79846866899,Associates's Degree,Married,3,Low,Yes
31,male,2,own,little,15353.271322178676,24,furniture/equipment,good,1401873.4080588438,High School Diploma,Single,1,High,No
28,male,2,rent,moderate,55866.35928855945,12,furniture/equipment,good,737357.1400280107,Doctorate,Married,0,High,Yes
33,male,2,own,little,24416.01093176213,6,furniture/equipment,good,1035613.7773359524,Associates's Degree,Married,3,High,Yes
61,male,2,own,little,23693.525853071227,15,repairs,bad,1179229.2464721464,High School Diploma,Single,0,High,Yes
47,male,1,own,little,20591.337040133327,15,radio/TV,good,378493.7188664498,Bachelor's Degree,Single,0,Average,Yes
28,male,2,own,little,14160.242150132735,12,car,bad,585784.2897829078,Bachelor's Degree,Married,2,Low,No
22,male,2,own,little,24013.73877753344,9,radio/TV,bad,216816.28580367143,Bachelor's Degree,Single,1,High,No
40,male,3,own,rich,29785.64869851838,36,education,bad,50113.802468868766,Associate's Degree,Single,0,Average,Yes
30,male,2,free,little,54291.62872747202,24,furniture/equipment,bad,227384.14936720388,Bachelor's Degree,Married,0,Average,No
41,male,2,own,moderate,63928.20880977563,48,radio/TV,good,265195.3239971484,Associates's Degree,Married,1,Average,Yes
44,male,2,free,moderate,88893.18925213274,24,repairs,good,567010.4169914338,Bachelor's Degree,Married,3,High,Yes
51,male,2,free,little,45708.16111759949,24,furniture/equipment,good,1372333.7577405472,Master's Degree,Single,2,Average,No
30,female,2,own,little,119900.47857836063,24,furniture/equipment,good,95535.82319931326,Master's Degree,Single,0,High,No
38,male,2,own,little,59910.94756328735,48,business,bad,1161716.0837035277,Bachelor's Degree,Married,3,Low,No
42,female,2,own,little,76756.71335907096,24,radio/TV,good,926308.7634368112,Bachelor's Degree,Single,1,High,Yes
29,female,2,own,little,30374.602045508265,12,car,good,1059236.5413981203,Associates's Degree,Single,1,Average,Yes
46,male,2,own,little,21719.993750488517,6,car,good,873523.5474420383,Bachelor's Degree,Married,3,Low,Yes
39,male,2,own,little,37578.71251352272,36,radio/TV,good,111405.83583046772,High School Diploma,Married,0,High,Yes
21,male,1,own,little,21133.299762267037,12,furniture/equipment,good,827402.1238083092,Master's Degree,Single,0,High,No
33,female,1,own,moderate,50677.98696485514,9,car,good,614828.1259946905,Associates's Degree,Married,3,Low,No
24,male,1,own,little,56962.57873955905,21,car,good,720347.3850859009,High School Diploma,Single,3,Average,Yes
22,female,2,own,little,26949.53183099347,9,radio/TV,bad,368738.89199680847,Associates's Degree,Single,2,Average,No
25,male,1,own,little,11276.397901934595,12,car,bad,1046578.9893367294,Master's Degree,Married,1,Average,Yes
23,female,2,own,rich,7026.792898125753,6,education,bad,916267.6495395458,High School Diploma,Single,2,High,Yes
23,female,0,rent,little,21422.89103982974,6,car,good,28763.630982090337,Associate's Degree,Single,0,Low,No
54,female,2,rent,little,122523.9358890124,36,car,good,395095.1241080157,Associates's Degree,Single,1,High,No
29,female,0,own,little,62304.5101097955,36,domestic appliances,good,185851.34356723615,Associates's Degree,Married,0,Average,No
28,male,2,free,little,51432.71113093011,15,furniture/equipment,good,1413095.0024696116,Doctorate,Married,2,Low,No
29,female,0,own,little,64426.46088090895,36,domestic appliances,good,188213.1938335233,Associates's Degree,Married,0,Average,No
23,female,2,rent,moderate,134094.79281513864,18,education,good,787103.672893613,Master's Degree,Married,3,High,Yes
25,male,2,own,little,20862.294562604115,12,radio/TV,good,107086.17707345547,Associate's Degree,Married,0,High,No
29,male,3,rent,little,28965.999475532462,24,radio/TV,good,1091807.333219084,Associates's Degree,Single,1,Average,No
24,female,2,own,little,69532.81718266493,20,furniture/equipment,good,1198875.963618235,High School Diploma,Married,3,Low,No
37,male,2,free,little,35719.10091632656,12,radio/TV,good,51834.69673853458,Bachelor's Degree,Single,3,Average,Yes
33,female,2,own,little,51717.50104338531,18,furniture/equipment,good,1385427.0992343123,Associates's Degree,Married,1,High,No
28,male,2,own,moderate,46520.96838146127,48,radio/TV,bad,678293.8538714363,Doctorate,Married,0,Low,No
34,male,1,free,little,58162.619951741646,48,business,bad,442742.6573072371,Bachelor's Degree,Single,3,Average,No
31,female,2,own,little,108411.8991131455,48,radio/TV,bad,733351.4168775297,Bachelor's Degree,Married,0,Average,Yes
26,male,2,own,little,83401.83387360732,21,car,good,908177.3226947162,High School Diploma,Married,1,Low,No
25,female,1,own,little,21823.659585545836,24,car,bad,928609.5985517948,High School Diploma,Married,0,Low,No
